Fiscal Year,Fund Class,Fund,Cost Center,Description,Type,Object Code,Description,Budget-Mayor's Recommended,Budget-Council Approved
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,4520,4520
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,219118,Emp.Benefits 501C9 OPEB       ,372,372
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,2195,EMPLOYEE INSURANCE            ,6063,6063
2014,GENERAL FUND                  ,GENERAL FUND                  ,700914,SANITATION/STREETS/MATERIALS L,XP,2300,C.S. APPROP. CONTROL FACTOR   ,30000,30000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,11400,11400
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,214102,OP/MAINT LONGEVITY PAY        ,268,268
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,219110,EMPLOYEE BENEFITS-FICA        ,888,888
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,444,444
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,1628,1628
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,219118,Emp.Benefits 501C9 OPEB       ,204,204
2014,GENERAL FUND                  ,GENERAL FUND                  ,700916,ART BARN BLDG.                ,XP,2195,EMPLOYEE INSURANCE            ,2850,2850
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,70752,70752
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,214102,OP/MAINT LONGEVITY PAY        ,1485,1485
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,2148,OP/MAINT SNOW FIGHTERS        ,100,100
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,219110,EMPLOYEE BENEFITS-FICA        ,5533,5533
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,444,444
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,12115,12115
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,219118,Emp.Benefits 501C9 OPEB       ,1248,1248
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,2195,EMPLOYEE INSURANCE            ,14451,14451
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,2334,ESCO Utility Payment          ,-17254,-17254
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,2350,BLDG & HOUSING REPAIR & MAINT ,18028,18028
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,2399,OTHER CONTRACTUAL PAYMENTS    ,8000,8000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700917,MISC OTHER BUILDING & CHARGES ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,17254,17254
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,11268,11268
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,211102,EXECUTIVE LONGEVITY PAY       ,246,246
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,30288,30288
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,214102,OP/MAINT LONGEVITY PAY        ,800,800
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,219110,EMPLOYEE BENEFITS-FICA        ,3260,3260
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,1752,1752
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,5792,5792
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,219118,Emp.Benefits 501C9 OPEB       ,672,672
2014,GENERAL FUND                  ,GENERAL FUND                  ,700918,SLC Courts Building           ,XP,2195,EMPLOYEE INSURANCE            ,5533,5533
2014,GENERAL FUND                  ,GENERAL FUND                  ,700919,U OF U/PEHP CLINIC BLDG.      ,XP,2331,ELECTRICAL POWER              ,11000,11000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,6792,6792
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,214102,OP/MAINT LONGEVITY PAY        ,188,188
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,219110,EMPLOYEE BENEFITS-FICA        ,536,536
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,876,876
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,420,420
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,219118,Emp.Benefits 501C9 OPEB       ,120,120
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,2195,EMPLOYEE INSURANCE            ,1095,1095
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,2334,ESCO Utility Payment          ,-622,-622
2014,GENERAL FUND                  ,GENERAL FUND                  ,700920,MEMORIAL HOUSE BLDG.          ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,622,622
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,41748,41748
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,214102,OP/MAINT LONGEVITY PAY        ,1384,1384
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,219110,EMPLOYEE BENEFITS-FICA        ,3300,3300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,7460,7460
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,219118,Emp.Benefits 501C9 OPEB       ,792,792
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,2195,EMPLOYEE INSURANCE            ,9951,9951
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,2334,ESCO Utility Payment          ,-1359,-1359
2014,GENERAL FUND                  ,GENERAL FUND                  ,700921,600 SOUTH PROPERTY            ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,1359,1359
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,RV,179202,Other Utility Reimbursement   ,126800,126800
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,2143,OP/MAINT OVERTIME PAY         ,148,148
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,2173,Annual Cash Conversion        ,1056,1056
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,2331,ELECTRICAL POWER              ,48492,48492
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,233201,NATURAL GAS                   ,36612,36612
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,2333,WATER                         ,19156,19156
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,2334,ESCO Utility Payment          ,-25256,-25256
2014,GENERAL FUND                  ,GENERAL FUND                  ,700922,Sorenson Multicultural Center ,XP,291011,TRANSFER TO DEBT SERVICE FUND ,25256,25256
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,16260,16260
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,211102,EXECUTIVE LONGEVITY PAY       ,322,322
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,51780,51780
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,214102,OP/MAINT LONGEVITY PAY        ,1296,1296
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,219110,EMPLOYEE BENEFITS-FICA        ,5330,5330
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,219113,EMPL BENEFITS-STATE RETIREMENT,1752,1752
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,10472,10472
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,219118,Emp.Benefits 501C9 OPEB       ,1104,1104
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,2195,EMPLOYEE INSURANCE            ,8730,8730
2014,GENERAL FUND                  ,GENERAL FUND                  ,700923,IMS/Engineering/Prosecutors   ,XP,2383,BUILDING SECURITY             ,32000,32000
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,211101,EXECUTIVE ANNUAL BASE PAY     ,6132,6132
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,211102,EXECUTIVE LONGEVITY PAY       ,112,112
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,27108,27108
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,214102,OP/MAINT LONGEVITY PAY        ,668,668
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,2148,OP/MAINT SNOW FIGHTERS        ,200,200
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,219110,EMPLOYEE BENEFITS-FICA        ,2619,2619
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,5917,5917
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,219118,Emp.Benefits 501C9 OPEB       ,528,528
2014,GENERAL FUND                  ,GENERAL FUND                  ,700924,Pioneer Precinct              ,XP,2195,EMPLOYEE INSURANCE            ,7030,7030
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,RV,1802,FACILITY RENTAL               ,12,12
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,4392,4392
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,214102,OP/MAINT LONGEVITY PAY        ,72,72
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,2148,OP/MAINT SNOW FIGHTERS        ,100,100
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,219110,EMPLOYEE BENEFITS-FICA        ,346,346
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,219114,DEFERRED BENEFIT 401K         ,64,64
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,788,788
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,219118,Emp.Benefits 501C9 OPEB       ,84,84
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,2195,EMPLOYEE INSURANCE            ,1143,1143
2014,GENERAL FUND                  ,GENERAL FUND                  ,700925,Old Library Building          ,XP,2300,C.S. APPROP. CONTROL FACTOR   ,21300,21300
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,9600,9600
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,214102,OP/MAINT LONGEVITY PAY        ,228,228
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,2148,OP/MAINT SNOW FIGHTERS        ,200,200
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,219110,EMPLOYEE BENEFITS-FICA        ,770,770
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,1733,1733
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,219118,Emp.Benefits 501C9 OPEB       ,168,168
2014,GENERAL FUND                  ,GENERAL FUND                  ,700926,Senior Citizen's Centers      ,XP,2195,EMPLOYEE INSURANCE            ,2298,2298
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,214101,OP/MAINT ANNUAL BASE PAY      ,11868,11868
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,219110,EMPLOYEE BENEFITS-FICA        ,912,912
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,219115,EMPL BENEFITS-STATE RET.NON.CT,2052,2052
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,219118,Emp.Benefits 501C9 OPEB       ,252,252
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,2195,EMPLOYEE INSURANCE            ,3042,3042
2014,GENERAL FUND                  ,GENERAL FUND                  ,700929,PSMF  Streets Buildings       ,XP,2300,C.S. APPROP. CONTROL FACTOR   ,23800,23800
2014,GENERAL FUND                  ,GENERAL FUND                  ,700930,Unity Maintenance             ,RV,179202,Other Utility Reimbursement   ,500,500
